Year,Day,Hour,Solar,Rain,Wind,Tair,Tsoil,D,CO2
2005,145,7,65.82814217,0,0.960059342,7.544891262,7.544891262,0.487587595,40
2005,145,8,152.1993866,0,0.737848222,11.67076131,11.67076131,0.71146973,40
2005,145,9,236.2983322,0,1.016552649,16.44831673,16.44831673,1.208064597,40
2005,145,10,311.4318542,0,0.959769172,22.14100513,22.14100513,2.19933914,40
2005,145,11,376.4239349,0,3.441372169,24.99411746,24.99411746,3.001528757,40
2005,145,12,414.9841003,0,3.191897727,25.04855223,25.04855223,3.081223929,40
2005,145,13,427.1699524,0,3.09829776,24.23240072,24.23240072,2.949180232,40
2005,145,14,396.3809814,0,3.017340834,21.57341954,21.57341954,2.130665561,40
2005,145,15,362.2738037,0,2.415029078,23.45003737,23.45003737,2.487358326,40
2005,145,16,310.1339188,0,1.98583145,24.97171479,24.97171479,2.904152863,40
2005,145,17,234.3797607,0,1.417354006,25.34709608,25.34709608,2.934447343,40
2005,145,18,143.764904,0,0.840724506,23.69727043,23.69727043,2.387994757,40
2005,145,19,55.98071194,0,0.673933265,17.61324014,17.61324014,1.28039548,40
2005,145,20,0,0,0.237361182,15.51036319,15.51036319,1.028556398,40
2005,145,21,0,0,0.01,13.45115141,13.45115141,0.742067221,40
2005,145,22,0,0,0.01,10.75397192,10.75397192,0.690964053,40
2005,145,23,0,0,1.425580045,10.87047384,10.87047384,0.614377082,40
2005,146,0,0,0,0.869743394,9.806894285,9.806894285,0.443261509,40
2005,146,1,0,0,0.422679345,7.17142638,7.17142638,0.346163646,40
2005,146,2,0,0,0.96498287,5.849479866,5.849479866,0.410214061,40
2005,146,3,0,0,1.497806729,6.396152894,6.396152894,0.314614189,40
2005,146,4,0,0,0.746747371,4.712359356,4.712359356,0.338783744,40
2005,146,5,0,0,1.036280757,5.499185389,5.499185389,0.227277117,40
2005,146,6,4.443354875,0,0.991273435,5.944628435,5.944628435,0.270464548,40
2005,146,7,65.27120876,0,0.671360197,7.956173846,7.956173846,0.303417684,40
2005,146,8,151.4487915,0,1.80506418,7.155132144,7.155132144,0.216280702,40
2005,146,9,234.5014496,0,1.725044483,9.043405991,9.043405991,0.31983618,40
2005,146,10,304.7699127,0,1.535303233,9.297821094,9.297821094,0.309524494,40
2005,146,11,356.8269806,0,1.783334039,9.839741282,9.839741282,0.286746986,40
2005,146,12,387.5082855,0,1.584224898,10.72418667,10.72418667,0.264323967,40
2005,146,13,407.9148712,0,2.124593381,6.215241909,6.215241909,0.461159023,40
2005,146,14,395.692215,0,1.766475335,7.010678073,7.010678073,0.523919005,40
2005,146,15,357.3661652,0,1.356353432,7.561528276,7.561528276,0.4223067,40
2005,146,16,303.174408,0,1.127985272,6.713933856,6.713933856,0.444613085,40
2005,146,17,234.3714218,0,3.193729536,4.73576409,4.73576409,0.538381158,40
2005,146,18,144.6540794,0,2.327970639,6.107577053,6.107577053,0.423574717,40
2005,146,19,57.201334,0,2.700279547,6.690940291,6.690940291,0.365437457,40
2005,146,20,0.061113333,0,1.74508991,8.499846318,8.499846318,0.343551594,40
2005,146,21,0,0,1.153681249,4.78996998,4.78996998,0.26746517,40
2005,146,22,0,0,3.136902537,-0.502884441,-0.502884441,0.428577228,40
2005,146,23,0,0,2.59839257,2.1059385,2.1059385,0.593036976,40
2005,147,0,0,0,1.957061761,1.201903035,1.201903035,0.516099828,40
2005,147,1,0,0,1.317955741,0.382695221,0.382695221,0.597898736,40
2005,147,2,0,0,0.79905418,-1.330517555,-1.330517555,0.553126502,40
2005,147,3,0,0,0.369732326,1.035423577,1.035423577,0.453560577,40
2005,147,4,0,0,0.094910772,2.192630321,2.192630321,0.39706578,40
2005,147,5,0,0,0.318753458,1.81957196,1.81957196,0.384242905,40
2005,147,6,4.858044164,0,1.281187981,4.914986276,4.914986276,0.384989745,40
2005,147,7,66.56834984,0,0.872278378,7.224678357,7.224678357,0.37582041,40
2005,147,8,153.7035866,0,0.714875346,7.495233057,7.495233057,0.406691603,40
2005,147,9,238.1912384,0,0.732950729,6.788643464,6.788643464,0.390219139,40
2005,147,10,304.5118942,0,0.750869699,13.1561639,13.1561639,0.610618125,40
2005,147,11,359.7445679,0,1.239156113,12.08575298,12.08575298,0.642156809,40
2005,147,12,397.2917786,0,1.137531034,10.79747838,10.79747838,0.772283031,40
2005,147,13,421.309433,0,1.024419501,6.046912954,6.046912954,0.786625376,40
2005,147,14,401.0748749,0,0.902662536,7.019974153,7.019974153,0.693528447,40
2005,147,15,359.3480225,0,1.575186546,10.97147978,10.97147978,0.772753313,40
2005,147,16,303.9945221,0,2.985286618,8.244055532,8.244055532,0.576261231,40
2005,147,17,232.352272,0,2.246547363,5.396124392,5.396124392,0.46807361,40
2005,147,18,147.2423363,0,3.595550006,2.918665596,2.918665596,0.375840919,40
2005,147,19,57.59949875,0,2.496535331,3.09106009,3.09106009,0.104215321,40
2005,147,20,0.460573865,0,2.118731801,1.490130833,1.490130833,0.118274508,40
2005,147,21,0,0,2.458789695,0.031397211,0.031397211,0.157564282,40
2005,147,22,0,0,3.236989607,-0.539934193,-0.539934193,0.143799437,40
2005,147,23,0,0,2.560111683,1.893736516,1.893736516,0.22177517,40
2005,148,0,0,0,2.025162082,-2.080492421,-2.080492421,0.214181281,40
2005,148,1,0,0,1.512268337,-4.695657849,-4.695657849,0,40
2005,148,2,0,0,1.67746073,-5.948097661,-5.948097661,0,40
2005,148,3,0,0,1.630713965,-7.355719206,-7.355719206,0,40
2005,148,4,0,0,1.085645871,-7.735208542,-7.735208542,0,40
2005,148,5,0,0,0.614404958,-8.263207196,-8.263207196,0,40
2005,148,6,5.277457524,0,0.20278317,-7.170155083,-7.170155083,0.022247681,40
2005,148,7,69.58196926,0,0.400021031,-4.22939581,-4.22939581,0.114436505,40
2005,148,8,157.9723358,0,1.29446437,0.994986153,0.994986153,0.295749171,40
2005,148,9,241.2116928,0,1.420858155,4.130624988,4.130624988,0.371925088,40
2005,148,10,310.8325043,0,1.57267723,5.829307611,5.829307611,0.382145846,40
2005,148,11,359.1707001,0,1.570404746,9.441540438,9.441540438,0.367843189,40
2005,148,12,391.5331879,0,1.49558105,10.64329241,10.64329241,0.470969466,40
2005,148,13,403.3942413,0,1.451918803,11.29157172,11.29157172,0.634726947,40
2005,148,14,392.5618591,0,1.423869657,8.643977218,8.643977218,0.490391436,40
2005,148,15,358.4570313,0,1.297541601,8.75741955,8.75741955,0.53931074,40
2005,148,16,308.0005798,0,0.879831138,6.807878877,6.807878877,0.629160602,40
2005,148,17,231.9022064,0,1.000212021,7.490580474,7.490580474,0.560643314,40
2005,148,18,147.7518692,0,0.610671454,6.704679873,6.704679873,0.600262623,40
2005,148,19,61.39970875,0,0.151968282,2.717796224,2.717796224,0.499177424,40
2005,148,20,0.864871711,0,1.107542777,3.1646669,3.1646669,0.546934756,40
2005,148,21,0,0,1.301746768,2.914468833,2.914468833,0.519104845,40
2005,148,22,0,0,0.692979965,3.503365215,3.503365215,0.446390862,40
2005,148,23,0,0,0.469083914,5.48198324,5.48198324,0.345781258,40
2005,149,0,0,0,0.125248367,9.671222113,9.671222113,0.427589028,40
2005,149,1,0,0,0.095641506,8.494416025,8.494416025,0.353554855,40
2005,149,2,0,0,1.61747009,5.997861458,5.997861458,0.23477282,40
2005,149,3,0,0,1.151749238,6.600436623,6.600436623,0.224371782,40
2005,149,4,0,0,1.274851193,5.374643828,5.374643828,0.227660832,40
2005,149,5,0,0,0.778340775,4.560547288,4.560547288,0.401609257,40
2005,149,6,5.487078033,0,0.449350006,8.088869814,8.088869814,0.46264476,40
2005,149,7,67.4686079,0,1.023035262,10.40806692,10.40806692,0.568890525,40
2005,149,8,153.3805122,0,0.823597831,10.85239129,10.85239129,0.534341881,40
2005,149,9,235.5546799,0,0.74086278,12.2298337,12.2298337,0.574668572,40
2005,149,10,306.6202774,0,0.717794958,14.99792732,14.99792732,0.902856527,40
2005,149,11,358.6456299,0,3.215261208,16.65589714,16.65589714,1.03591919,40
2005,149,12,390.9447632,0,3.258163088,19.14018689,19.14018689,1.362318378,40
2005,149,13,403.7861481,0,2.941396443,14.41770678,14.41770678,0.950386995,40
2005,149,14,391.2160645,0,2.466390286,13.72744324,13.72744324,0.864699003,40
2005,149,15,354.2069397,0,1.953690851,14.82421415,14.82421415,0.852445833,40
2005,149,16,297.4920502,0,1.440207134,12.20612974,12.20612974,0.471825344,40
2005,149,17,225.1848907,0,0.882766479,13.0534853,13.0534853,0.505038583,40
2005,149,18,141.6613121,0,0.53756025,13.24957602,13.24957602,0.511374384,40
2005,149,19,57.63635445,0,0.01,10.51697868,10.51697868,0.359930696,40
2005,149,20,1.191582012,0,0.01,12.39412975,12.39412975,0.596829146,40
2005,149,21,0,0,0.01,10.41242133,10.41242133,0.369551866,40
2005,149,22,0,0,0.01,9.19017256,9.19017256,0.428389427,40
2005,149,23,0,0,0.01,7.426673761,7.426673761,0.343220325,40
2005,150,0,0,0,0.01,5.769189336,5.769189336,0.343593608,40
2005,150,1,0,0,0.01,4.753258142,4.753258142,0.206176367,40
2005,150,2,0,0,0.01,3.724664829,3.724664829,0.273141514,40
2005,150,3,0,0,0.787200716,4.821963876,4.821963876,0.358190116,40
2005,150,4,0,0,0.331263206,4.034449922,4.034449922,0.337099315,40
2005,150,5,0,0,1.674349297,5.047654414,5.047654414,0.378740395,40
2005,150,6,5.79408605,0,1.103176785,7.67095953,7.67095953,0.408397075,40
2005,150,7,67.04399014,0,0.947515322,9.46223722,9.46223722,0.297236529,40
2005,150,8,152.4791336,0,1.15102318,12.42060206,12.42060206,0.523163824,40
2005,150,9,236.1657715,0,1.581869197,12.55442196,12.55442196,0.623573518,40
2005,150,10,307.60923,0,1.474319219,13.97974301,13.97974301,0.839481269,40
2005,150,11,358.5623932,0,1.448842881,15.96618271,15.96618271,0.936868927,40
2005,150,12,392.5680542,0,2.018762627,18.59914082,18.59914082,1.369657541,40
2005,150,13,401.6028748,0,1.790290408,18.81189189,18.81189189,1.358273617,40
2005,150,14,390.001709,0,1.693521972,14.62576,14.62576,0.885997156,40
2005,150,15,361.40979,0,1.606694948,13.28643995,13.28643995,1.047331036,40
2005,150,16,305.5439148,0,3.085869105,12.23171499,12.23171499,0.938451103,40
2005,150,17,232.0581665,0,7.503116413,10.31632168,10.31632168,0.741115297,40
2005,150,18,145.1929016,0,5.915228259,10.28751371,10.28751371,0.583927282,40
2005,150,19,58.59366608,0,5.721853658,10.8461582,10.8461582,0.485323733,40
2005,150,20,1.533266674,0,4.6060725,9.025440344,9.025440344,0.285313129,40
2005,150,21,0,0,4.210162127,8.101260101,8.101260101,0.309711294,40
2005,150,22,0,0,3.186327891,5.490547898,5.490547898,0.333283859,40
2005,150,23,0,0,6.665429536,5.194766706,5.194766706,0.324158382,40
2005,151,0,0,0,5.314017546,1.703852412,1.703852412,0.390776316,40
2005,151,1,0,0,4.264373246,0.383372533,0.383372533,0.491465598,40
2005,151,2,0,0,3.270039907,-2.52390697,-2.52390697,0.438678548,40
2005,151,3,0,0,2.464838944,-3.827501282,-3.827501282,0.321378008,40
2005,151,4,0,0,1.735900271,-3.155204488,-3.155204488,0.31644301,40
2005,151,5,0,0,1.131081273,-4.689536124,-4.689536124,0.346967617,40
2005,151,6,6.482012026,0,0.409762777,-4.497643531,-4.497643531,0.318876138,40
2005,151,7,73.62805939,0,1.010368432,-0.565476979,-0.565476979,0.420839911,40
2005,151,8,164.1131516,0,1.716978214,0.788443912,0.788443912,0.481800165,40
2005,151,9,244.6592331,0,1.528620828,4.990170786,4.990170786,0.526560261,40
2005,151,10,317.6940613,0,1.387104741,6.319634752,6.319634752,0.653204307,40
2005,151,11,370.9452209,0,1.627659046,9.829377491,9.829377491,0.88935476,40
2005,151,12,395.8009338,0,2.209294675,11.16013612,11.16013612,0.708903724,40
2005,151,13,403.6160889,0,2.263362132,11.52595721,11.52595721,0.645209029,40
2005,151,14,396.3730011,0,2.004835901,10.8362753,10.8362753,0.811253516,40
2005,151,15,360.9811401,0,1.563911013,9.803626411,9.803626411,0.707013813,40
2005,151,16,301.926857,0,5.064385909,11.49789089,11.49789089,0.663866976,40
2005,151,17,234.1609421,0,3.927792362,9.10463084,9.10463084,0.735116063,40
2005,151,18,146.5845108,0,2.985143441,8.599058181,8.599058181,0.533655978,40
2005,151,19,60.62973785,0,3.247831668,6.218983542,6.218983542,0.424351611,40
2005,151,20,1.878273016,0,2.227307169,6.016406414,6.016406414,0.30723717,40
2005,151,21,0,0,1.468191283,6.471391781,6.471391781,0.494689388,40
2005,151,22,0,0,0.950556963,5.159476801,5.159476801,0.384415131,40
2005,151,23,0,0,1.650157246,5.934865705,5.934865705,0.30379904,40
2005,152,0,0,0,2.056363941,7.831913161,7.831913161,0.612712529,40
2005,152,1,0,0,2.534692004,2.988006464,2.988006464,0.265777144,40
2005,152,2,0,0,2.189900546,3.458433488,3.458433488,0.15679495,40
2005,152,3,0,0,1.980172049,3.04964349,3.04964349,0.249386415,40
2005,152,4,0,0,1.361087718,3.640056071,3.640056071,0.349281946,40
2005,152,5,0,0,0.829319428,5.785398411,5.785398411,0.323948915,40
2005,152,6,5.174121071,0,2.147089587,8.97355516,8.97355516,0.184783491,40
2005,152,7,53.05132675,0,1.585803166,13.69313521,13.69313521,0.416453319,40
2005,152,8,122.1348038,0,2.100141666,15.22399223,15.22399223,0.518744137,40
2005,152,9,190.2450027,0,1.769778876,18.84779114,18.84779114,0.930171514,40
2005,152,10,249.9911575,0,1.511536629,23.63665657,23.63665657,1.774486955,40
2005,152,11,297.0470886,0,1.40078989,26.74935789,26.74935789,2.567124163,40
2005,152,12,324.956665,0,1.19916715,27.26830592,27.26830592,2.712762354,40
2005,152,13,333.1924133,0,2.688521139,26.05173474,26.05173474,2.45659846,40
2005,152,14,321.8448639,0,2.470199359,23.8434931,23.8434931,1.973210058,40
2005,152,15,293.4876022,0,3.737093083,20.56636215,20.56636215,1.520477576,40
2005,152,16,245.431778,0,3.318342668,20.56131767,20.56131767,1.397363983,40
2005,152,17,183.8410416,0,4.378764976,21.22358746,21.22358746,1.365926495,40
2005,152,18,115.6101913,0,3.290564012,20.32756351,20.32756351,1.390085981,40
2005,152,19,47.48216343,0,2.650207431,17.28248065,17.28248065,1.25856937,40
2005,152,20,1.859391059,0,1.460796333,13.00585002,13.00585002,1.084836159,40
2005,152,21,0,0,1.226625573,11.21186964,11.21186964,0.896883326,40
2005,152,22,0,0,1.503698299,11.58205883,11.58205883,0.950677234,40
2005,152,23,0,0,0.928564662,7.472722469,7.472722469,0.777849426,40
2005,153,0,0,0,0.809655076,5.565762817,5.565762817,0.633529598,40
2005,153,1,0,0,3.721569242,2.735469048,2.735469048,0.742657605,40
2005,153,2,0,0,2.670390884,2.06244314,2.06244314,0.707801351,40
2005,153,3,0,0,3.271019915,3.115056555,3.115056555,0.762976704,40
2005,153,4,0,0,6.244571838,0.391323584,0.391323584,0.627416142,40
2005,153,5,0,0,5.402528463,1.33705166,1.33705166,0.671856157,40
2005,153,6,6.164705887,0,4.240738432,3.143915057,3.143915057,0.764496324,40
2005,153,7,58.51456451,0,3.356941507,8.675799753,8.675799753,0.921490331,40
2005,153,8,128.7558136,0,3.76291631,12.42937138,12.42937138,1.01891736,40
2005,153,9,198.108757,0,3.327275768,15.39565984,15.39565984,1.237331083,40
2005,153,10,257.5398712,0,5.248967647,16.49182984,16.49182984,1.317961884,40
2005,153,11,302.5857544,0,4.463026542,20.40951132,20.40951132,1.818951917,40
2005,153,12,124.7297473,1.454871297,3.593438731,16.80609636,16.80609636,1.330576557,40
2005,153,13,1004.378479,0,4.86576725,18.85021642,18.85021642,1.668600923,40
2005,153,14,985.4834721,0,7.142197161,18.56420367,18.56420367,1.785361051,40
2005,153,15,932.09323,0,6.531756113,19.70405736,19.70405736,2.241393589,40
2005,153,16,752.80145,0,6.029230588,21.18044063,21.18044063,2.32865821,40
2005,153,17,544.0016134,0,5.144212459,19.50955788,19.50955788,1.892874361,40
2005,153,18,324.16813,0,3.713736966,18.58406672,18.58406672,1.588269963,40
2005,153,19,126.6735271,0,2.384545807,14.97691566,14.97691566,1.189670796,40
2005,153,20,6.176148708,0,1.556357076,11.6240194,11.6240194,0.884528569,40
2005,153,21,0,0,0.703780442,9.554423012,9.554423012,0.862958811,40
2005,153,22,0,0,0.091424045,10.38378687,10.38378687,0.729055912,40
2005,153,23,0,0,0.296260048,7.927726232,7.927726232,0.544516404,40
2005,154,0,0,0,0.927510373,9.812641831,9.812641831,0.599960497,40
2005,154,1,0,0,0.783235769,8.435332228,8.435332228,0.687963132,40
2005,154,2,0,0,0.360334839,7.980158242,7.980158242,0.833809363,40
2005,154,3,0,0,0.196059754,10.97663572,10.97663572,0.984242825,40
2005,154,4,0,0,0.01,10.98358149,10.98358149,0.836120269,40
2005,154,5,0,0,0.01,12.1209041,12.1209041,0.953861145,40
2005,154,6,16.22297214,0,0.01,16.51668244,16.51668244,1.202010721,40
2005,154,7,144.1795382,0,0.01,20.82458106,20.82458106,1.704585598,40
2005,154,8,343.3700912,0,1.535216093,25.25212741,25.25212741,2.444290611,40
2005,154,9,554.9481987,0,2.042880073,27.83455637,27.83455637,3.076880655,40
2005,154,10,740.6215478,0,2.406038066,30.70009834,30.70009834,3.754501784,40
2005,154,11,900.0422839,0,3.301942699,32.43359358,32.43359358,4.481164118,40
2005,154,12,1058.314131,0,3.936681103,33.44805565,33.44805565,5.14015394,40
2005,154,13,1036.364384,0,3.928750613,32.37503518,32.37503518,4.653111257,40
2005,154,14,991.882002,0,5.652952068,31.56379018,31.56379018,4.35005934,40
2005,154,15,973.9638226,0,5.24899169,31.19854582,31.19854582,4.5426243,40
2005,154,16,740.6799747,0,4.232022012,26.06022906,26.06022906,3.048975813,40
2005,154,17,535.0842872,0,3.143283077,26.16150194,26.16150194,2.796830739,40
2005,154,18,322.2891624,0,2.267097988,26.04142482,26.04142482,2.698095232,40
2005,154,19,124.3983043,0,1.052359709,23.87686371,23.87686371,2.127518959,40
2005,154,20,6.748996003,0,0.387033912,20.89540977,20.89540977,1.631609503,40
2005,154,21,0,0,0.227235761,17.15368042,17.15368042,1.154514115,40
2005,154,22,0,0,0.01,13.88931688,13.88931688,0.748624554,40
2005,154,23,0,0,0.01,13.86340482,13.86340482,0.78310873,40
2005,155,0,0,0,0.01,11.52512767,11.52512767,0.73781963,40
2005,155,1,0,0,0.01,10.88833417,10.88833417,0.666245095,40
2005,155,2,0,0,0.01,7.409238075,7.409238075,0.532342552,40
2005,155,3,0,0,0.01,7.429779496,7.429779496,0.590020825,40
2005,155,4,0,0,0.01,4.326012938,4.326012938,0.621070923,40
2005,155,5,0,0,0.01,5.211938723,5.211938723,0.596749913,40
2005,155,6,17.05410041,0,0.01,9.55394959,9.55394959,0.792661044,40
2005,155,7,152.1438143,0,0.01,15.24089622,15.24089622,1.438457873,40
2005,155,8,358.6955724,0,0.01,19.83697745,19.83697745,2.013482456,40
2005,155,9,581.0848794,0,1.197210133,24.6731637,24.6731637,2.911549267,40
2005,155,10,792.39745,0,3.064206829,24.77784531,24.77784531,3.056859994,40
2005,155,11,988.8148701,0,6.49018004,29.00347531,29.00347531,4.005482481,40
2005,155,12,1084.326119,0,7.168224241,27.92993415,27.92993415,3.763537288,40
2005,155,13,1113.351748,0,7.524071321,27.1395636,27.1395636,3.593637147,40
2005,155,14,1077.009963,0,8.477847423,26.72440877,26.72440877,3.507099743,40
2005,155,15,974.4232565,0,9.546706435,27.57795772,27.57795772,3.687031202,40
2005,155,16,813.0899128,0,9.294178014,23.60675881,23.60675881,2.913208914,40
2005,155,17,573.9061158,0,9.165935975,22.22739684,22.22739684,2.612862558,40
